#Touchstone format,DB
#frequency unit,GHz
#number of frequencies,1
#number of ports,2
#S-port 1,net1,not renormalized
#S-port 2,net2,not renormalized
#prior iterations pre-pended by #
#Frequency(GHz),dB(S(1;1)),deg(S(1;1)),dB(S(2;1)),deg(S(2;1)),dB(S(1;2)),deg(S(1;2)),dB(S(2;2)),deg(S(2;2))
#9,-2.65886850324868,111.900995587405,-3.38388487232391,-166.510254405224,-3.38388487232391,-166.510254405224,-2.65851795782077,95.1873246141424
#9,-6.19002120423021,173.807440358106,-1.18355761767277,-119.20524534216,-1.18355761767277,-119.20524534216,-6.20035499273691,128.119816309252
#9,-17.2050938835412,117.994872775484,-0.0771950315972023,-67.5795851003348,-0.0771950315972023,-67.5795851003348,-17.0193814550247,-72.9501149589042
#9,-26.9703827015091,105.231996044909,-0.00273103383916618,-48.1171615335882,-0.00273103383916618,-48.1171615335882,-26.5482874733004,-23.1815078842413
#9,-20.7160960092219,94.6457250220731,-0.0356102084283717,-28.5764646607956,-0.0356102084283717,-28.5764646607956,-20.8375978979789,27.2651097932265
#9,-21.9437608720098,100.442832895271,-0.0270675163404394,-20.6182055487566,-0.0270675163404394,-20.6182055487566,-22.1011501408205,37.2208646738685
#9,-21.2287016253024,97.3778488512635,-0.0319822485366248,-18.9684645925301,-0.0319822485366248,-18.9684645925301,-21.3889693494615,43.7538460267442
#9,-25.8268561625768,88.9994263464915,-0.0169741848707874,-21.6061493540422,-0.0169741848707874,-21.6061493540422,-26.1114353142586,47.9313240699119
#9,-27.6810729448416,92.5740817355975,-0.0117403605059307,-24.9743118404494,-0.0117403605059307,-24.9743118404494,-27.8653487156779,38.3779368600597
#9,-28.7944811513994,87.627009930912,-0.0103260361947075,-24.9138868756207,-0.0103260361947075,-24.9138868756207,-29.0200746548506,43.5979216575738
#9,-28.9151302512636,86.1514075049218,-0.010570732184243,-23.8316307727722,-0.010570732184243,-23.8316307727722,-29.1205750211457,47.4919845304191
#9,-24.2181053251801,69.996299009768,-0.0212140963922671,-22.418205329151,-0.0212140963922671,-22.418205329151,-24.2710312113896,66.1651206213945
#9,-24.4990691317366,63.8915029351021,-0.0189828976054248,-22.8946084667049,-0.0189828976054248,-22.8946084667049,-24.582590665178,71.0466425450195
#9,-25.1311612056171,65.3707367005419,-0.0157629945594844,-22.6083348958314,-0.0157629945594844,-22.6083348958314,-25.1616278864929,69.8854740848858
#9,-27.1495895511422,62.671712217047,-0.0111053900597306,-21.6495233695512,-0.0111053900597306,-21.6495233695512,-27.2222998199815,74.7611387343758
#9,-27.6891151786694,58.1434206245165,-0.00946808596098038,-21.0439125463323,-0.00946808596098038,-21.0439125463323,-27.7374456486189,80.3349653020676
#9,-28.572983746036,68.9776338918384,-0.00756834672915888,-20.7532726212767,-0.00756834672915888,-20.7532726212767,-28.6008683329591,69.9555260068694
#9,-30.1342661028414,77.0356003397689,-0.00500063604966021,-21.0255349095436,-0.00500063604966021,-21.0255349095436,-30.1459139116274,61.2017217185689
#9,-29.5598272193691,72.8688269500789,-0.00545851143824174,-20.9200465024247,-0.00545851143824174,-20.9200465024247,-29.568822524879,65.5087492219082
#9,-29.7669743992677,72.8773493592366,-0.00509037453409165,-20.6499732857353,-0.00509037453409165,-20.6499732857353,-29.7774108524523,65.9885473610227
#9,-31.6107716223755,76.2860324669434,-0.00372187455490523,-20.6455323111855,-0.00372187455490523,-20.6455323111855,-31.6260459913032,62.7553531191491
#9,-32.1099196370459,66.1343409887211,-0.00345340605107132,-20.4011353699783,-0.00345340605107132,-20.4011353699783,-32.1128913492312,73.4465141153458
#9,-32.5825982192425,65.724998529716,-0.00299174702611297,-20.2381177482581,-0.00299174702611297,-20.2381177482581,-32.5812862130221,74.1204033995685
#9,-33.1719139828345,70.1036646109057,-0.00235357584285604,-20.1824007097158,-0.00235357584285604,-20.1824007097158,-33.1728990474737,69.6779259061699
#9,-33.736203389624,70.3572211608298,-0.0021027050302267,-20.1325735881615,-0.0021027050302267,-20.1325735881615,-33.7364307377073,69.5350677210797
#9,-34.8153839877215,71.2112165358658,-0.00166153793651435,-20.1469081232352,-0.00166153793651435,-20.1469081232352,-34.8188658528614,68.6473042455476
#9,-35.6492565728987,69.9341680778919,-0.00135053438514442,-20.1821680656787,-0.00135053438514442,-20.1821680656787,-35.6502630360563,69.8188784293036
#9,-37.1384968804686,68.8914036679217,-0.0010053424150958,-20.2542432984017,-0.0010053424150958,-20.2542432984017,-37.1392799441948,70.7474403555051
9,-37.2673069673259,70.0268755451114,-0.000982493816196295,-20.2187738023215,-0.000982493816196295,-20.2187738023215,-37.2688530178981,69.6848251229771
