#Touchstone format,DB
#frequency unit,GHz
#number of frequencies,1
#number of ports,4
#S-port comm_in1_in2,24
#S-port diff_in1_in2,96
#S-port comm_out3_out4,24
#S-port diff_out3_out4,96
#prior iterations pre-pended by #
#Frequency(GHz),dB(S(1;1)),deg(S(1;1)),dB(S(2;1)),deg(S(2;1)),dB(S(3;1)),deg(S(3;1)),dB(S(4;1)),deg(S(4;1)),dB(S(1;2)),deg(S(1;2)),dB(S(2;2)),deg(S(2;2)),dB(S(3;2)),deg(S(3;2)),dB(S(4;2)),deg(S(4;2)),dB(S(1;3)),deg(S(1;3)),dB(S(2;3)),deg(S(2;3)),dB(S(3;3)),deg(S(3;3)),dB(S(4;3)),deg(S(4;3)),dB(S(1;4)),deg(S(1;4)),dB(S(2;4)),deg(S(2;4)),dB(S(3;4)),deg(S(3;4)),dB(S(4;4)),deg(S(4;4))
#10,-24.4668911260751,43.8136241313978,-78.6296823138335,52.1130298789617,-0.0626817308865499,-43.7860351363242,-82.3788096673466,23.421253570981,-78.6296823125822,52.1130298789588,-26.2529273262468,-131.44970843278,-82.158768120375,19.6388869176385,-0.0608094469188593,-43.7971587524305,-0.062681730886549,-43.7860351363243,-82.1587681216359,19.6388869177488,-24.4254925655728,43.0490236653547,-78.1494358147011,-162.909662488945,-82.3788009743983,23.4212535709363,-0.0608007552226996,-43.7971587524305,-78.1494271217554,-162.909662488948,-26.2965953087302,-130.538588382733
#10,-24.2360077472724,44.2080587455742,-56.6859941205414,66.7333629009076,-0.062194601760765,-43.7726754915368,-68.7780250841483,23.2917924392078,-56.6859941205414,66.7333629009077,-26.5624364550093,-131.466532611127,-69.7072140551811,22.6092891623964,-0.058771414122259,-43.7713816458192,-0.0621946017607621,-43.7726754915368,-69.7072140551817,22.6092891623874,-24.1799193182355,43.043260312321,-57.9469223175073,31.826197443634,-68.7780337700223,23.2917924392436,-0.0587800999901786,-43.7713816458191,-57.9469310033751,31.8261974436341,-26.6160932286933,-130.504343397363
10,-23.8901755715862,44.6716104342125,-60.8274210998039,70.5149348183382,-0.0616242326926317,-43.7606450748646,-71.457929533563,30.8120086006942,-60.8274210998041,70.5149348183389,-27.6212945474994,-132.29423351614,-71.842887444895,22.2117179395322,-0.0526407730199801,-43.709361371247,-0.0616242326926288,-43.7606450748646,-71.8428874448922,22.2117179395113,-23.8328892653299,43.1762184958877,-62.7288865118596,24.9751769154483,-71.4579382194263,30.8120086006497,-0.0526494588879021,-43.709361371247,-62.7288951977274,24.9751769154485,-27.6819629802895,-129.957209152952
