#Touchstone format,MA
#frequency unit,GHz
#number of frequencies,162
#number of ports,2
#S-port 1,net1,not renormalized
#S-port 2,net2,not renormalized
#prior iterations pre-pended by #
#Frequency(GHz),mag(S(1;1)),deg(S(1;1)),mag(S(2;1)),deg(S(2;1)),mag(S(1;2)),deg(S(1;2)),mag(S(2;2)),deg(S(2;2))
6,0.0205803902243176,-135.934967101184,0.999788232529961,-45.6662731218593,0.999788232529961,-45.6662731218593,0.0205800988696941,-135.376541690527
7,0.0239366245938388,-143.478374691072,0.999713520314569,-53.284178149478,0.999713520314569,-53.284178149478,0.0239363325493886,-143.066319732426
8,0.0272591463442306,-151.040091691438,0.999628454690581,-60.9052506705355,0.999628454690581,-60.9052506705355,0.0272588793609095,-150.744514927134
9,0.0305433208392877,-158.615992605862,0.999533512549121,-68.5299440790526,0.999533512549121,-68.5299440790526,0.0305431020725064,-158.416193137512
10,0.0337846124849434,-166.203833192199,0.999429222548393,-76.1587121905935,0.999429222548393,-76.1587121905935,0.0337844657885736,-166.084539451895
11,0.0369785918923227,-173.802377557235,0.999316163033062,-83.7920091678716,0.999316163033062,-83.7920091678716,0.0369785411361037,-173.751724751668
12,0.0401209533727483,178.589028425849,0.999194957631325,-91.4302895126069,0.999194957631325,-91.4302895126069,0.0401210216547465,178.580668273043
13,0.0432075335297889,170.970686959516,0.999066270478076,-99.074008031952,0.999066270478076,-99.074008031952,0.0432077423830179,170.911415718696
14,0.0462343315768617,163.342680026718,0.998930800873506,-106.723619782551,0.998930800873506,-106.723619782551,0.0462347001649228,163.2395212298
15,0.0491975305408983,155.704948515169,0.998789277519513,-114.379579986514,0.998789277519513,-114.379579986514,0.0491980748552739,155.564137235855
16,0.0520935194715271,148.057341818777,0.998642452318429,-122.0423439141,0.998642452318429,-122.0423439141,0.0520942515655475,147.884515798883
17,0.0549189161415399,140.399649934759,0.998491093790816,-129.712366728416,0.998491093790816,-129.712366728416,0.0549198434047597,140.199976847609
18,0.0576705899230118,132.731624912114,0.998335980200159,-137.390103291652,0.998335980200159,-137.390103291652,0.0576717144482546,132.509887103854
19,0.0603456845410944,125.052995429369,0.998177892408515,-145.076007924206,0.998177892408515,-145.076007924206,0.0603470025875633,124.813645849314
20,0.0629416401742977,117.363476921407,0.99801760661329,-152.770534118947,0.99801760661329,-152.770534118947,0.0629431417602457,117.110675103075
21,0.0654562144620821,109.662778717036,0.997855887016903,-160.474134203608,0.997855887016903,-160.474134203608,0.0654578831123259,109.400412818072
22,0.0678875019825629,101.950609048914,0.997693478582573,-168.187258953531,0.997693478582573,-168.187258953531,0.0678893146413763,101.682308162018
23,0.0702339516318619,94.2266785853674,0.997531099959003,-175.910357151671,0.997531099959003,-175.910357151671,0.0702358787734831,93.9558182662783
24,0.0724943814481874,86.4907028568618,0.997369436731492,176.356124901357,0.997369436731492,176.356124901357,0.0724963873809998,86.2204060433841
25,0.0746679903654733,78.74240386987,0.997209135116739,168.611743927106,0.997209135116739,168.611743927106,0.0746700337478494,78.4755388142228
26,0.0767543664019526,70.981511078083,0.997050796219779,160.856060254442,0.997050796219779,160.856060254442,0.0767564009622079,70.7206874997054
27,0.0787534908416126,63.2077618519593,0.99689497099608,153.088638446082,0.99689497099608,153.088638446082,0.0787554663010091,62.9553263018889
28,0.080665737995321,55.4209015357938,0.996742156015864,145.309047960527,0.996742156015864,145.309047960527,0.0806676011770961,55.1789327235887
29,0.0824918701695353,47.6206831699684,0.996592790139295,137.516863842576,0.996592790139295,137.516863842576,0.0824935662764681,47.39098786338
30,0.0842330275639855,39.8068669072017,0.996447252184368,129.711667434299,0.996447252184368,129.711667434299,0.0842345015916265,39.5909769441673
31,0.085890712860708,31.979219205354,0.99630585965709,121.893047096636,0.99630585965709,121.893047096636,0.0858919111176006,31.7783899970051
32,0.0874667704074622,24.1375117953768,0.996168868585825,114.060598933472,0.996168868585825,114.060598933472,0.0874676420944896,23.9527226901206
33,0.0889633599267523,16.2815204904958,0.996036474467975,106.213927506344,0.996036474467975,106.213927506344,0.0889638587464209,16.1134772495426
34,0.0903829248573337,8.41102384526594,0.995908814346922,98.3526465287677,0.995908814346922,98.3526465287677,0.0903830105864055,8.26016346596689
35,0.0917281555369805,0.525801733228298,0.995785969958123,90.4763795326194,0.995785969958123,90.4763795326194,0.0917277955312091,0.392299740899909
36,0.0930019475079396,-7.37436614925368,0.995667971900879,82.5847604914013,0.995667971900879,82.5847604914013,0.0930011180840005,-7.49058582408615
37,0.0942073554450512,-15.2897017699778,0.995554804754835,74.6774343949722,0.995554804754835,74.6774343949722,0.0942060430891012,-15.3889543452969
38,0.095347543244042,-23.2204302180933,0.995446413023135,66.7540577630853,0.995446413023135,66.7540577630853,0.0953457456136174,-23.3032550728208
39,0.096425731010703,-31.166781069786,0.995342707781788,58.8142990917588,0.995342707781788,58.8142990917588,0.0964234576804026,-31.2339243299395
40,0.097445139759222,-39.1289895969571,0.995243573891616,50.8578392233072,0.995243573891616,50.8578392233072,0.0974424126947747,-39.1813845026872
41,0.0984089347981635,-47.1072977665232,0.995148877602148,42.8843716358546,0.995148877602148,42.8843716358546,0.0984057885148643,-47.1460430887852
42,0.0993201688307522,-55.1019550000788,0.995058474395195,34.8936026457856,0.995058474395195,34.8936026457856,0.0993166502398112,-55.1282918121078
43,0.100181725949721,-63.113218600069,0.994972216864707,26.8852515208761,0.994972216864707,26.8852515208761,0.100177893873443,-63.12850583795
44,0.100996267718976,-71.1413538488796,0.994889962470585,18.8590505018247,0.994889962470585,18.8590505018247,0.100992192075374,-71.1470430773265
45,0.101766182638145,-79.1866337064617,0.994811580967472,10.8147447317598,0.994811580967472,10.8147447317598,0.101761943313019,-79.1842436206432
46,0.102493540276791,-87.2493381271608,0.99473696133384,2.75209209425061,0.99473696133384,2.75209209425061,0.102489225696777,-87.2404292831477
47,0.103180051382407,-95.3297529620102,0.9946660180117,-5.32913703722895,0.9946660180117,-5.32913703722895,0.103175756806828,-95.3159032888686
48,0.103827035217816,-103.428168476444,0.994598696293831,-13.4291601355477,0.994598696293831,-13.4291601355477,0.103822860796248,-103.410950090579
49,0.104435395339426,-111.544877510906,0.994534976690057,-21.5481829362317,0.994534976690057,-21.5481829362317,0.104431443955586,-111.525835322873
50,0.105005604905286,-119.680173325089,0.994474878121727,-29.68639992777,0.994474878121727,-29.68639992777,0.105001979860465,-119.660805892755
51,0.105537702490261,-127.834347190808,0.994418459804483,-37.8439949078519,0.994418459804483,-37.8439949078519,0.105534505067596,-127.816090194426
52,0.106031299212911,-136.007685805347,0.994365821706617,-46.021141597562,0.994365821706617,-46.021141597562,0.106028626173063,-135.991898437176
53,0.106485597766914,-144.200468610506,0.994317103483183,-54.2180043014984,0.994317103483183,-54.2180043014984,0.106483538829139,-144.188423063912
54,0.106899423775464,-152.412965097216,0.994272481811941,-62.4347386051475,0.994272481811941,-62.4347386051475,0.106898059139392,-152.405839247436
55,0.107271269566438,-160.64543218616,0.994232166098109,-70.6714920939484,0.994232166098109,-70.6714920939484,0.107270667529273,-160.644305434846
56,0.107599350273208,-168.898111773283,0.994196392543389,-78.9284050839193,0.994196392543389,-78.9284050839193,0.107599565002681,-168.90396389989
57,0.107881671822662,-177.171228512107,0.994165416617079,-87.2056113478185,0.994165416617079,-87.2056113478185,0.107882741344254,-177.184941293862
58,0.108116110135107,174.53501209737,0.994139504018205,-95.5032388252514,0.994139504018205,-95.5032388252514,0.108118054589036,174.512650854553
59,0.108300500523137,166.220425247991,0.994118920261395,-103.821410301263,0.994118920261395,-103.821410301263,0.10830332075475,166.188715713702
60,0.108432736028158,157.884847961794,0.994103919086574,-112.160244043759,0.994103919086574,-112.160244043759,0.10843641255566,157.843170820374
61,0.108510873153846,149.52813977008,0.994094729926717,-120.519854387058,0.994094729926717,-120.519854387058,0.108515365564136,149.475947876925
62,0.10853324319039,141.150182931588,0.994091544736976,-128.900352255775,0.994091544736976,-128.900352255775,0.108538490010142,141.086992684837
63,0.108498567137164,132.750882158686,0.994094504528121,-137.301845624113,0.994094504528121,-137.301845624113,0.108504486196389,132.676265214897
64,0.108406072006934,124.330163846442,0.994103685985496,-145.724439910533,0.994103685985496,-145.724439910533,0.108412561335685,124.243739817433
65,0.108255606191707,115.887974801149,0.994119088581835,-154.168238314298,0.994119088581835,-154.168238314298,0.108262545448274,115.789405536337
66,0.108047751510961,107.424280443505,0.994140622596399,-162.633342102126,0.994140622596399,-162.633342102126,0.108055003886592,107.313266503181
67,0.10778392929434,98.9390625140941,0.994168098462075,-171.119850869522,0.994168098462075,-171.119850869522,0.107791344022586,98.8153423447563
68,0.107466498390865,90.4323162127144,0.994201217796944,-179.627862790368,0.994201217796944,-179.627862790368,0.107473913629535,90.2956685316998
69,0.107098842451107,81.9040468083265,0.994239566464397,171.842525104132,0.994239566464397,171.842525104132,0.107106088622935,81.7542965728928
70,0.106685444465424,73.354265672393,0.994282609898188,163.291216585093,0.994282609898188,163.291216585093,0.106692347951433,73.1912939279649
71,0.106231946583388,64.7829857276231,0.994329690847374,154.718115778951,0.994329690847374,154.718115778951,0.10623833369053,64.6067435054865
72,0.105745193566374,56.1902163013352,0.99438002957432,146.123126565412,0.99438002957432,146.123126565412,0.105750894691968,56.0007425745826
73,0.105233258621935,47.5759573893923,0.994432726413999,137.506151765985,0.994432726413999,137.506151765985,0.105238112518536,47.3734009152864
74,0.104705450821502,38.9401933514686,0.994486766458512,128.867092066893,0.994486766458512,128.867092066893,0.104709308869183,38.7248380121437
75,0.104172303831747,30.2828860989148,0.994541025998167,120.205844615774,0.994541025998167,120.205844615774,0.104175034219991,30.0551790895389
76,0.10364554628744,21.6039678610494,0.994594280207771,111.522301230667,0.994594280207771,111.522301230667,0.103647038010199,21.3645498060608
77,0.103138054787473,12.9033336831721,0.994645211453932,102.816346156891,0.994645211453932,102.816346156891,0.103138221360751,12.6530694234713
78,0.102663791233352,4.18083383360206,0.994692417484064,94.0878533055899,0.994692417484064,94.0878533055899,0.102662574040629,3.9208423277849
79,0.102237726985204,-4.56373362412255,0.994734418680204,85.3366829039961,0.994734418680204,85.3366829039961,0.10223509817027,-4.83205217576811
80,0.101875757148449,-13.3306298230439,0.994769663501987,76.5626774807221,0.994769663501987,76.5626774807221,0.101871721964472,-13.6055717944151
81,0.101594609163272,-22.1201813483813,0.994796531193873,67.7656571004796,0.994796531193873,67.7656571004796,0.101589207698843,-22.3997248010434
82,0.101411750789083,-30.9327854612243,0.994813330820471,58.9454137471863,0.994813330820471,58.9454137471863,0.101405058980367,-31.2145850008021
83,0.101345303526925,-39.7689140721932,0.994818295660249,50.1017047322152,0.994818295660249,50.1017047322152,0.101337433373601,-40.05030779606
84,0.10141396858163,-48.6291163411909,0.994809571962936,41.2342449723153,0.994809571962936,41.2342449723153,0.101405067468327,-48.907146938184
85,0.101636973523738,-57.514019974209,0.99478520100963,32.3426979388659,0.99478520100963,32.3426979388659,0.10162722256579,-57.7854714984602
86,0.102034049107306,-66.4243315246969,0.994743093280805,23.4266650201665,0.994743093280805,23.4266650201665,0.102023660434433,-66.6857825965719
87,0.102625447091362,-75.3608363124934,0.994680993312704,14.4856729581,0.994680993312704,14.4856729581,0.102614660009917,-75.6087295243287
88,0.103432011631657,-84.3243989201966,0.994596433451856,5.51915891641179,0.994596433451856,5.51915891641179,0.103421087631706,-84.5551250963793
89,0.104475318947048,-93.3159656050338,0.99448667412674,-3.47354740245655,0.99448667412674,-3.47354740245655,0.104464535564747,-93.5259603754192
90,0.105777902693037,-102.336570319698,0.994348627394311,-12.4932453601743,0.994348627394311,-12.4932453601743,0.105767546304086,-102.522419374106
91,0.107363586120666,-111.387346409024,0.994178759246135,-21.5408897176555,0.994178759246135,-21.5408897176555,0.107353943794945,-111.545894874043
92,0.109257947023412,-120.469546370423,0.99397296431991,-30.6176230478404,0.99397296431991,-30.6176230478404,0.109249297666189,-120.598007171512
93,0.111488948313611,-129.584572417441,0.993726404040291,-39.7248160198645,0.993726404040291,-39.7248160198645,0.111481553361506,-129.680628298823
94,0.1140877766015,-138.734020999181,0.993433295420987,-48.8641179679668,0.993433295420987,-48.8641179679668,0.114081870627569,-138.795915118385
95,0.117089944732127,-147.919745002525,0.993086632262358,-58.0375210242388,0.993086632262358,-58.0375210242388,0.117085726337453,-147.94635567552
96,0.120536733705365,-157.143938271203,0.992677812393884,-67.2474423218427,0.992677812393884,-67.2474423218427,0.120534357096823,-157.13483443006
97,0.124477077673553,-166.409248532746,0.992196132521102,-76.4968305439464,0.992196132521102,-76.4968305439464,0.124476645305438,-166.364723640679
98,0.12897003730905,-175.718927139563,0.991628093823904,-85.7893056847661,0.991628093823904,-85.7893056847661,0.128971593929457,-175.640010571219
99,0.134088068823195,174.922972283367,0.990956432834999,-95.1293447508435,0.990956432834999,-95.1293447508435,0.134091597193991,175.034526222185
100,0.139921389800764,165.511328434215,0.990158746641764,-104.522531993157,0.990158746641764,-104.522531993157,0.139926808268191,165.653072664598
101,0.146583887515136,156.039593243293,0.989205507468675,-113.975901340342,0.989205507468675,-113.975901340342,0.146591049508463,156.208439325489
102,0.154221242189154,146.499297715343,0.988057138191209,-123.498413071126,0.988057138191209,-123.498413071126,0.154229937618971,146.691584124815
103,0.163022301019713,136.879357924419,0.986659608424247,-133.101630054438,0.986659608424247,-133.101630054438,0.163032259444728,137.090932580352
104,0.173235334456319,127.165077465816,0.984937635934628,-142.800697633279,0.984937635934628,-142.800697633279,0.173246229811098,127.391391885002
105,0.18519180748797,117.336676120431,0.982783892068089,-152.615797608617,0.982783892068089,-152.615797608617,0.185203264080812,117.572888699831
106,0.199342027461829,107.367056866545,0.980041306018932,-162.574364230755,0.980041306018932,-162.574364230755,0.199353626955261,107.608142947608
107,0.216310100516335,97.2183076918032,0.976472977160858,-172.714565550063,0.976472977160858,-172.714565550063,0.216321389652251,97.4591742076153
108,0.236981239913646,86.8360229408901,0.971708825502568,176.909035174048,0.971708825502568,176.909035174048,0.236991738995546,87.0716254831444
109,0.262644990231709,76.1397072294606,0.965146296610328,166.21590240274,0.965146296610328,166.21590240274,0.262654203100175,76.3651672776005
110,0.295237960440102,65.0058043258424,0.955754861363552,155.082581266527,0.955754861363552,155.082581266527,0.295245388656258,65.2165240883154
111,0.337767145529127,53.2361077155271,0.941665190407306,143.311145594466,0.941665190407306,143.311145594466,0.337772314929487,53.4278794488436
112,0.395056316551109,40.4956114523136,0.919239312227434,130.567122877057,0.919239312227434,130.567122877057,0.395058840990704,40.6647170675866
113,0.474990782831074,26.1836432182401,0.880792069083458,116.250812183832,0.880792069083458,116.250812183832,0.474990537985118,26.3269369476022
