#Touchstone format,MA
#frequency unit,GHz
#number of frequencies,162
#number of ports,2
#S-port 1,net1,not renormalized
#S-port 2,net2,not renormalized
#prior iterations pre-pended by #
#Frequency(GHz),mag(S(1;1)),deg(S(1;1)),mag(S(2;1)),deg(S(2;1)),mag(S(1;2)),deg(S(1;2)),mag(S(2;2)),deg(S(2;2))
20,0.151260485336202,-50.2452961000905,0.988494479661264,-140.198769022884,0.988494479661264,-140.198769022884,0.151259137574033,-50.1582261284151
21,0.158874778448338,-57.3234551990436,0.98729935756776,-147.275108100224,0.98729935756776,-147.275108100224,0.158873249282792,-57.231301961559
22,0.166493479945654,-64.4102642505028,0.98604324998801,-154.360858227821,0.98604324998801,-154.360858227821,0.166491784804086,-64.3144418963923
23,0.174115837257829,-71.5061637029906,0.984725953850904,-161.456392873608,0.984725953850904,-161.456392873608,0.174113996775795,-71.4079745624123
24,0.181740914122112,-78.6115826686383,0.983347310844448,-168.562075053582,0.983347310844448,-168.562075053582,0.181738953946085,-78.5122205504699
25,0.189367579696659,-85.7269390720952,0.98190721687492,-175.678257041898,0.98190721687492,-175.678257041898,0.18936553018013,-85.6274913492701
26,0.196994499532963,-92.8526395801464,0.980405631785619,177.19471985103,0.980405631785619,177.19471985103,0.196992395301593,-92.7540886010145
27,0.204620128744756,-99.9890793877032,0.978842589159141,170.056525424946,0.978842589159141,170.056525424946,0.204618008153222,-99.8923036300073
28,0.21224270770854,-107.136641959903,0.977218206038787,162.906840654861,0.977218206038787,162.906840654861,0.212240612197542,-107.042417178758
29,0.219860260639188,-114.295698717562,0.975532692317109,155.745357670098,0.975532692317109,155.745357670098,0.219858233985613,-114.204699352545
30,0.227470597281346,-121.466608754805,0.973786359613786,148.571779645092,0.973786359613786,148.571779645092,0.227468684768524,-121.379409716262
31,0.235071317964123,-128.649718588525,0.97197962937158,141.385820598779,0.97197962937158,141.385820598779,0.235069565475901,-128.566797542785
32,0.24265982221628,-135.845361968181,0.970113039947761,134.187205105362,0.970113039947761,134.187205105362,0.242658275270261,-135.767102193644
33,0.250233321017696,-143.053859774878,0.968187252448545,126.975667917322,0.968187252448545,126.975667917322,0.250232023765111,-142.980553601416
34,0.257788852789312,-150.275520000531,0.966203055061442,119.750953506299,0.966203055061442,119.750953506299,0.257787846981544,-150.207372858707
35,0.265323303047661,-157.510637835678,0.964161365673107,112.512815530602,0.964161365673107,112.512815530602,0.265322627008701,-157.447772878212
36,0.272833427663447,-164.75949584955,0.962063232547495,105.261016236612,0.962063232547495,105.261016236612,0.272833115273269,-164.701959120376
37,0.28031587951032,-172.022364278409,0.95990983289848,97.9953258094806,0.95990983289848,97.9953258094806,0.280315959233195,-171.970130358824
38,0.287767238270774,-179.299501399493,0.95770246918908,90.7155216853239,0.95770246918908,90.7155216853239,0.28776773224455,-179.252479474779
39,0.295184043037077,173.408846009983,0.95544256306589,83.421387843729,0.95544256306589,83.421387843729,0.295184966246345,173.450805744862
40,0.302562827286575,166.102442142771,0.953131646868921,76.1127140986401,0.953131646868921,76.1127140986401,0.302564186846505,166.139541829099
41,0.309900155743447,158.78106158067,0.950771352700415,68.7892954086782,0.950771352700415,68.7892954086782,0.309901950310353,158.81354888259
42,0.317192662586136,151.444488681543,0.948363399109107,61.4509312281145,0.948363399109107,61.4509312281145,0.317194881918589,151.472649903653
43,0.324437090349868,144.092516951934,0.945909575506724,54.0974249220145,0.945909575506724,54.0974249220145,0.324439715037054,144.116670190704
44,0.331630328896819,136.724948433853,0.943411724492851,46.7285832678571,0.943411724492851,46.7285832678571,0.331633330266383,136.745436849302
45,0.338769453738014,129.341593127501,0.940871722316185,39.3442160665011,0.940871722316185,39.3442160665011,0.3387727939696,129.358778426825
46,0.345851763001943,121.942268470956,0.938291457795771,31.9441358833968,0.938291457795771,31.9441358833968,0.345855395431179,121.95652469136
47,0.352874812310457,114.526798907203,0.93567281004089,24.5281579411281,0.93567281004089,24.5281579411281,0.352878681953858,114.538506572391
48,0.359836446844839,107.095015553777,0.933017625403221,17.0961001793673,0.933017625403221,17.0961001793673,0.359840491124806,107.10455627722
49,0.366734829900277,99.6467560012447,0.930327694106098,9.64778349810376,0.930327694106098,9.64778349810376,0.366738979584309,99.6545075934522
50,0.373568467257393,92.181864254337,0.927604727062315,2.1830321949216,0.927604727062315,2.1830321949216,0.373572647585597,92.1881963879469
51,0.380336226747631,84.7001908331779,0.924850333401841,-5.29832539692984,0.924850333401841,-5.29832539692984,0.380340358740082,84.7054613019605
52,0.387037352448754,77.2015930423383,0.922065999251732,-12.7964560672639,0.922065999251732,-12.7964560672639,0.387041354378606,77.2061446438083
53,0.393671473038628,69.6859354197051,0.91925306832291,-20.3115206858725,0.91925306832291,-20.3115206858725,0.39367526203506,69.690093473821
54,0.400238603877968,62.1530903600417,0.916412724839078,-27.8436729675524,0.916412724839078,-27.8436729675524,0.400242097634886,62.1571608673148
55,0.406739142551232,54.6029389185759,0.913545979322169,-35.3930580557865,0.913545979322169,-35.3930580557865,0.406742261107788,54.6072073473422
56,0.413173857642995,47.0353717800378,0.910653657729965,-42.9598109454817,0.910653657729965,-42.9598109454817,0.413176525198894,47.0401024585659
57,0.419543870693849,39.4502903864316,0.907736394367778,-50.5440547677423,0.907736394367778,-50.5440547677423,0.419546017413552,39.4557264647306
58,0.42585063135783,31.8476082012273,0.904794628957636,-58.1458989663491,0.904794628957636,-58.1458989663491,0.425852195125231,31.8539721362366
59,0.432095885954127,24.2272520926244,0.901828608159893,-65.7654373981162,0.901828608159893,-65.7654373981162,0.43209681403746,24.2347465975843
60,0.438281639718526,16.5891638044065,0.898838391773572,-73.4027463972712,0.898838391773572,-73.4027463972712,0.438281890291972,16.5979731958329
61,0.444410113191845,8.93330148707228,0.895823863737505,-81.0578828433823,0.895823863737505,-81.0578828433823,0.444409656680945,8.94359335377176
62,0.450483693343617,1.25964125335001,0.89278474795985,-88.7308822784058,0.89278474795985,-88.7308822784058,0.450482513552185,1.27156836403401
63,0.456504880138325,-6.43182128050962,0.889720628895386,-96.4217571198895,0.889720628895386,-96.4217571198895,0.456502975112829,-6.41811891727412
64,0.46247622939302,-14.1410695061528,0.886630976686306,-104.13049501652,0.886630976686306,-104.13049501652,0.46247361200878,-14.1254625209123
65,0.468400292899532,-21.8680644332393,0.883515176555712,-111.857057396498,0.883515176555712,-111.857057396498,0.4683969911248,-21.8504320016927
66,0.474279556880125,-29.6127434379824,0.880372562046123,-119.601378253885,0.880372562046123,-119.601378253885,0.474275613713349,-29.5929713048787
67,0.480116379948797,-37.3750191972022,0.877202451575389,-127.363363219906,0.877202451575389,-127.363363219906,0.48011185301044,-37.3529979023274
68,0.485912931817404,-45.1547788524806,0.87400418768178,-135.142888961511,0.87400418768178,-135.142888961511,0.485907892593551,-45.1304022328329
69,0.49167113403308,-52.9518834430649,0.870777178231059,-142.939802945299,0.870777178231059,-142.939802945299,0.491665666780175,-52.9250474846187
70,0.497392604060878,-60.7661676512357,0.867520938770416,-150.753923600762,0.867520938770416,-150.753923600762,0.497386804381468,-60.7367697435655
71,0.503078604009364,-68.597439895729,0.864235135143222,-158.585040909943,0.864235135143222,-158.585040909943,0.503072577124645,-68.5653785338871
72,0.50872999525235,-76.4454828017355,0.860919625412008,-166.432917443051,0.860919625412008,-166.432917443051,0.508723854001436,-76.4106577661568
73,0.514347200131606,-84.3100540770995,0.857574500109528,-174.297289852177,0.857574500109528,-174.297289852177,0.514341062742167,-84.2723671020364
74,0.51993017181,-92.1908878093535,0.854200119801328,177.822129174434,0.854200119801328,177.822129174434,0.51992415947532,-92.150243737776
75,0.525478373174978,-100.087696193942,0.850797148961475,169.925648505278,0.850797148961475,169.925648505278,0.525472607506538,-100.044004598409
76,0.530990765559634,-108.000171694906,0.847366585182733,162.013595722828,0.847366585182733,162.013595722828,0.53098536595733,-107.953348925652
77,0.536465807787391,-115.927989624996,0.843909782799286,154.086313874078,0.843909782799286,154.086313874078,0.536460888796763,-115.87796123463
78,0.54190146585209,-123.870811124836,0.84042847007993,146.14415785376,0.84042847007993,146.14415785376,0.541897134570215,-123.817514601675
79,0.547295233280873,-131.828286507208,0.836924759265378,138.187490470996,0.836924759265378,138.187490470996,0.547291586868276,-131.771674238264
80,0.552644161972614,-139.800058920884,0.833401148841808,130.216678259853,0.833401148841808,130.216678259853,0.552641285337984,-139.740101295694
81,0.557944903047476,-147.785768277348,0.829860517614439,122.232087104357,0.829860517614439,122.232087104357,0.557942866763761,-147.722456837355
82,0.56319375699761,-155.785055373293,0.826306110319085,114.234077757935,0.826306110319085,114.234077757935,0.563192615492033,-155.71840590381
83,0.568386732178871,-163.797566131315,0.822741514695111,106.223001342243,0.822741514695111,106.223001342243,0.568386522256246,-163.727621595755
84,0.5735196105007,-171.822955874255,0.819170630163902,98.1991949188853,0.819170630163902,98.1991949188853,0.573520350228669,-171.749789088822
85,0.578588018968452,-179.860893542226,0.815597628450117,90.1629772278024,0.815597628450117,90.1629772278024,0.578589706964621,-179.784609494384
86,0.58358750561453,172.088934243131,0.812026906708808,82.114644689992,0.812026906708808,82.114644689992,0.583590120746316,172.168196522148
87,0.588513618235664,164.026819361924,0.808463033915797,74.0544677687795,0.808463033915797,74.0544677687795,0.588517119754099,164.108885450678
88,0.593361984326807,155.953028722033,0.804910691464977,65.982687781544,0.804910691464977,65.982687781544,0.593366312428812,156.037688058693
89,0.598128390559875,147.867801217727,0.80137460909341,57.8995142466902,0.80137460909341,57.8995142466902,0.598133467374689,147.95480700136
90,0.60280886021481,139.771345204093,0.797859497391649,49.8051228412287,0.797859497391649,49.8051228412287,0.602814591196895,139.860414988989
91,0.607399727029636,131.663836559608,0.79436997827093,41.6996540343506,0.79436997827093,41.6996540343506,0.607406002727647,131.754653569961
92,0.611897704029004,123.545417399999,0.790910514842384,33.5832124473517,0.790910514842384,33.5832124473517,0.611904402200392,123.637632573917
93,0.616299946048784,115.416195488847,0.787485342202942,25.4558669760081,0.787485342202942,25.4558669760081,0.616306934076462,115.509430246816
94,0.620604104800891,107.276244378316,0.784098400633621,17.3176516947316,0.784098400633621,17.3176516947316,0.620611242359727,107.370094093145
95,0.624808375506385,99.1256042945255,0.780753272682097,9.16856754359238,0.780753272682097,9.16856754359238,0.624815517431841,99.2196424246771
96,0.628911534293548,90.9642837645959,0.777453125552645,1.00858478139691,0.777453125552645,1.00858478139691,0.628918533588576,91.0580665981648
97,0.632912965740524,82.7922619671394,0.774200660107463,-7.16235382990312,0.774200660107463,-7.16235382990312,0.632919676664398,82.8853339075975
98,0.636812680117664,74.6094917678415,0.770998067682154,-15.3443291626144,0.770998067682154,-15.3443291626144,0.636818961290967,74.7013910806018
99,0.640611320060735,66.4159033876809,0.767846995751882,-23.5374412521161,0.767846995751882,-23.5374412521161,0.640617037524013,66.5061683135405
100,0.644310156567066,58.211408634793,0.764748523320362,-31.7418043026881,0.764748523320362,-31.7418043026881,0.644315186730137,58.2995837655889
101,0.647911074370311,49.9959056176546,0.761703146711935,-39.9575412694454,0.761703146711935,-39.9575412694454,0.647915306789614,50.0815484198813
102,0.651416546901636,41.7692838463817,0.758710776240916,-48.1847781269934,0.758710776240916,-48.1847781269934,0.651419886827597,41.8519712111239
103,0.654829601189769,33.5314296168537,0.755770744022514,-56.4236379449495,0.755770744022514,-56.4236379449495,0.654831971841952,33.6107643121602
104,0.658153773190534,25.2822315678575,0.752881822965785,-64.6742349018939,0.752881822965785,-64.6742349018939,0.658155117619436,25.357848445289
105,0.661393054182787,17.0215862932309,0.75004225678313,-72.936668355251,0.75004225678313,-72.936668355251,0.661393336898252,17.0931581606027
106,0.664551829001159,8.74940389027773,0.747249800588054,-81.2110171221923,0.747249800588054,-81.2110171221923,0.664551037024625,8.8166468640673
107,0.667634807016049,0.465613324810188,0.744501771492267,-89.4973340795423,0.744501771492267,-89.4973340795423,0.667632950550583,0.528291580186749
108,0.670646946901898,-7.82983250694905,0.741795108353834,-97.795641222809,0.741795108353834,-97.795641222809,0.67064405950612,-7.77190272137746
109,0.6735933763854,-16.1369521310982,0.739126439655653,-106.105925297899,0.739126439655653,-106.105925297899,0.673589514646082,-16.0838993178181
110,0.676479308276703,-24.4557313733429,0.736492158295847,-114.428134115309,0.736492158295847,-114.428134115309,0.676474550974173,-24.4076265388375
111,0.679309954222637,-32.7861198594332,0.733888501910148,-122.762173644377,0.733888501910148,-122.762173644377,0.679304401010604,-32.7429752737966
112,0.682090437721483,-41.1280282263351,0.731311637192587,-131.107905964478,0.731311637192587,-131.107905964478,0.682084207285657,-41.089797231948
113,0.684825708032009,-49.4813261241692,0.728757746568618,-139.465148145365,0.728757746568618,-139.465148145365,0.684818935819312,-49.4479040368549
114,0.687520456656189,-57.8458410677074,0.72622311547575,-147.833672095842,0.72622311547575,-147.833672095842,0.687513292162787,-57.8170671653032
115,0.690179038113722,-66.221358187606,0.723704218451351,-156.213205411163,0.723704218451351,-156.213205411163,0.690171641799176,-66.1970187669711
116,0.692805396704816,-74.6076209106273,0.721197802203349,-164.603433223926,0.721197802203349,-164.603433223926,0.692797936587277,-74.587453363633
117,0.695403000889383,-83.0043325819695,0.718700963858405,-173.004001042778,0.718700963858405,-173.004001042778,0.695395648891046,-82.9880304121034
118,0.697974786806565,-91.4111590211867,0.716211222641917,178.585481458412,0.716211222641917,178.585481458412,0.697967714926038,-91.3983776986767
119,0.700523112288941,-99.8277319868642,0.713726583341247,170.165435759594,0.713726583341247,170.165435759594,0.700516488687684,-99.8180955141619
120,0.703049722515183,-108.253653500815,0.711245590048823,161.736309000981,0.711245590048823,161.736309000981,0.703043707607146,-108.246761541496
121,0.705555728186175,-116.688500967046,0.708767368873095,153.298567776184,0.708767368873095,153.298567776184,0.705550470823047,-116.683936370517
122,0.708041596809446,-125.131832995801,0.706291658519499,144.852691328839,0.706291658519499,144.852691328839,0.708037230656486,-125.129169542293
123,0.71050715734547,-133.583195828159,0.703818827914699,136.399164286075,0.703818827914699,136.399164286075,0.710503797543066,-133.582006007835
124,0.71295161814744,-142.042130238169,0.701349880316773,127.938469074925,0.701349880316773,127.938469074925,0.712949358337362,-142.041992878466
125,0.715373597739366,-150.508178772489,0.698886443690183,119.471078179801,0.698886443690183,119.471078179801,0.715372507546958,-150.508686332433
126,0.71777116768464,-158.980893178701,0.696430747417635,110.997446404575,0.696430747417635,110.997446404575,0.717771290715755,-158.98165853766
127,0.72014190644591,-167.459841861208,0.693985585769094,102.518003308446,0.693985585769094,102.518003308446,0.72014325886545,-167.460504445486
128,0.722482962886886,-175.944617199607,0.691554268858332,94.033145983327,0.691554268858332,94.033145983327,0.72248553261229,-175.94484831056
129,0.72479112781714,175.565157436934,0.689140562128242,85.5432323371354,0.689140562128242,85.5432323371354,0.724794874364022,175.56565020709
130,0.727062911819076,167.069821142937,0.686748615681752,77.0485750383869,0.686748615681752,77.0485750383869,0.727067766803438,167.071290493114
131,0.729294627476089,158.569669553068,0.684382885024851,68.549436266659,0.684382885024851,68.549436266659,0.729300495769952,158.572326112071
132,0.731482474065419,150.064949687015,0.6820480449928,60.0460233952158,0.6820480449928,60.0460233952158,0.731489235583754,150.068960735896
133,0.733622622791206,141.555855689589,0.679748898790848,51.538485715222,0.679748898790848,51.538485715222,0.733630134874071,141.561344967122
134,0.735711300687705,133.042525575069,0.677490284183723,43.0269122865192,0.677490284183723,43.0269122865192,0.735719401023967,133.049574136396
135,0.737744871442818,124.525039061998,0.675276978931624,34.511330975984,0.675276978931624,34.511330975984,0.737753381472098,124.533687132745
136,0.739719911526884,116.00341655776,0.673113607567179,25.9917087173649,0.673113607567179,25.9917087173649,0.739728640245382,116.013666303254
137,0.741633280200192,107.477619327097,0.671004551569968,17.4679529986872,0.671004551569968,17.4679529986872,0.741642028286375,107.48943843312
138,0.743482182161848,98.9475508495006,0.668953864895963,8.93991455517002,0.668953864895963,8.93991455517002,0.743490746333027,98.9608767946048
139,0.745264221807815,90.4130593428779,0.666965196697192,0.407391216844772,0.666965196697192,0.407391216844772,0.745272399311525,90.4278042257192
140,0.746977448276572,81.8739414045665,0.665041722886836,-8.12986716498769,0.665041722886836,-8.12986716498769,0.746985041419094,81.8899971797137
141,0.74862039062832,73.3299466878856,0.663186088037516,-16.6721528173151,0.663186088037516,-16.6721528173151,0.748627211254548,73.3471906601994
142,0.750192082754889,64.7807835253575,0.661400358834847,-25.2197932930555,0.661400358834847,-25.2197932930555,0.750197956557803,64.7990839381589
143,0.751692077679004,56.2261253587997,0.659685990148747,-33.7731440169424,0.659685990148747,-33.7731440169424,0.751696848276651,56.2453469282415
144,0.753120451171106,47.6656178498514,0.658043804466551,-42.3325802892203,0.658043804466551,-42.3325802892203,0.753123983839026,47.6856270859291
145,0.754477794662637,39.0988865046809,0.656473985236274,-50.8984889253323,0.656473985236274,-50.8984889253323,0.754479979649629,39.1195566766767
146,0.755765197599992,30.5255446453305,0.654976084405192,-59.4712597209702,0.654976084405192,-59.4712597209702,0.755765952931354,30.5467602428028
147,0.756984219485477,21.9452015445791,0.653549044157021,-68.0512769271066,0.653549044157021,-68.0512769271066,0.756983493227695,21.9668621415977
148,0.758136851970332,13.3574705452806,0.652191232680671,-76.6389109440206,0.652191232680671,-76.6389109440206,0.758134623836561,13.3794939186297
149,0.759225471460544,4.76197696946202,0.650900493471619,-85.2345104151192,0.650900493471619,-85.2345104151192,0.759221753753001,4.7843014104189
150,0.760252782817497,-3.84163436544376,0.649674207507081,-93.83839491452,0.649674207507081,-93.83839491452,0.760247620649544,-3.81904861616905
151,0.761221754841747,-12.4536922056559,0.648509367387131,-102.45084841128,0.648509367387131,-102.45084841128,0.761215225616245,-12.430862464317
152,0.762135548345767,-21.0744926722037,0.647402662326648,-111.072113669153,0.647402662326648,-111.072113669153,0.762127760479342,-21.0514142556955
153,0.762997437738285,-29.7042939858651,0.646350572707861,-119.702387741644,0.646350572707861,-119.702387741644,0.762988528635717,-29.6809416045919
154,0.763810727157676,-38.3433122591611,0.64534947272733,-128.3418186912,0.64534947272733,-128.3418186912,0.763800860457979,-38.319642319308
155,0.764578662295097,-46.9917184908709,0.644395739542334,-136.990503648301,0.644395739542334,-136.990503648301,0.764568024429257,-46.9676722483383
156,0.765304339137399,-55.6496368813977,0.643485867215914,-145.648488300533,0.643485867215914,-145.648488300533,0.765293135254619,-55.6251443599441
157,0.765990610917303,-64.3171445693802,0.642616583706864,-154.315767880742,0.642616583706864,-154.315767880742,0.765979060256549,-64.2921291315365
158,0.766639994579684,-72.9942728688444,0.64178496913651,-162.992289698376,0.64178496913651,-162.992289698376,0.766628325381408,-72.96865630367
159,0.767254578045511,-81.6810100672423,0.640988573621821,-171.67795723597,0.640988573621821,-171.67795723597,0.767243022113189,-81.6547180390899
160,0.767835929458261,-90.3773058236239,0.640225533081039,179.627364189456,0.640225533081039,179.627364189456,0.767824716498538,-90.3502735095284
161,0.768385009422958,-99.0830771879107,0.639494681620912,170.923840219898,0.639494681620912,170.923840219898,0.768374361299466,-99.0552549182862
162,0.768902087016291,-107.798216246787,0.638795659389239,162.211658738349,0.638795659389239,162.211658738349,0.768892212065174,-107.769574961115
163,0.769386659943559,-116.522599388657,0.638129015183847,153.491019686608,0.638129015183847,153.491019686608,0.769377747502599,-116.493135711104
164,0.769837378803707,-125.256098174449,0.637496303578242,144.762123464503,0.637496303578242,144.762123464503,0.769829594108386,-125.225838926696
165,0.770251974789762,-133.998591803254,0.636900176971486,136.025157953627,0.636900176971486,136.025157953627,0.770245454380419,-133.967597778337
166,0.770627189424488,-142.749981172481,0.636344473736185,127.280284188232,0.636344473736185,127.280284188232,0.770622037205306,-142.718350014138
167,0.770958704010001,-151.510204562122,0.635834304597343,118.527620660812,0.635834304597343,118.527620660812,0.770954988082708,-151.478072615877
