#Touchstone format,DB
#frequency unit,GHz
#number of frequencies,81
#number of ports,2
#S-port 1,net1,50
#S-port 2,net2,50
#prior iterations pre-pended by #
#Frequency(GHz),dB(S(1;1)),deg(S(1;1)),dB(S(2;1)),deg(S(2;1)),dB(S(1;2)),deg(S(1;2)),dB(S(2;2)),deg(S(2;2))
3,-18.3712336123773,62.2058247432851,-0.884188001913698,150.987806102393,-0.884188001913696,150.987806102393,-18.2651610510178,57.8530686410848
3.05,-17.527608855185,47.2499849897757,-0.971410695733925,134.288251180614,-0.971410695733925,134.288251180614,-17.4518084997001,43.4955204843782
3.1,-18.5187194775071,34.1494536653107,-1.05292685754913,116.053509514084,-1.05292685754913,116.053509514084,-18.4909824005982,30.1815447482904
3.15,-23.8959851239659,38.3329510941796,-1.15542515876637,95.353887196176,-1.15542515876636,95.353887196176,-24.2890143340936,31.8494995382371
3.2,-19.3625328016828,124.588603175804,-1.43732134164589,70.793345434357,-1.43732134164589,70.793345434357,-19.7326077375171,127.464415982267
3.25,-9.60303927164504,113.876979547839,-2.34588083402282,41.5275830499283,-2.34588083402282,41.5275830499283,-9.65223994519405,114.892282487285
3.3,-4.6759038873107,87.2219288321536,-4.47368798353395,10.1434299867638,-4.47368798353395,10.1434299867638,-4.68360824046955,87.7314565104012
3.35,-2.35917614780134,61.4553627699326,-7.80255067061572,-17.8159729987521,-7.80255067061573,-17.8159729987521,-2.35533693978422,61.7891600699442
3.4,-1.35877012364976,40.7815449154518,-11.7025400018748,-39.8295923829513,-11.7025400018748,-39.8295923829513,-1.35087585357585,41.0482201369877
3.45,-0.9130827506888,24.7242246439348,-15.687701734828,-56.8800308236994,-15.687701734828,-56.8800308236994,-0.903749633342036,24.9675558108717
3.5,-0.69211642245131,11.9077358026977,-19.559229779763,-70.5674000112702,-19.559229779763,-70.5674000112702,-0.682424369081917,12.1471736158704
3.55,-0.567719509657777,1.28741745815777,-23.2458254569103,-82.0735418130482,-23.2458254569102,-82.0735418130482,-0.558162120634535,1.5318114311302
3.6,-0.489092808180025,-7.80376907245405,-26.7020203422479,-92.1768377926439,-26.7020203422479,-92.1768377926439,-0.47992509355897,-7.55073277936193
3.65,-0.434723818517982,-15.7869583585309,-29.8675973427323,-101.419974561484,-29.8675973427323,-101.419974561483,-0.426145320778003,-15.5245523329028
3.7,-0.395121417322895,-22.9357496931821,-32.6602966451304,-110.353055162328,-32.6602966451304,-110.353055162328,-0.387613026328617,-22.6659967920205
3.75,-0.366967422863479,-29.4003304398785,-35.3311280291789,-120.593547625121,-35.3311280291789,-120.593547625121,-0.364726334154891,-29.1138266797824
3.8,-0.332057508287537,-35.4017441844476,-37.1321426798057,-123.313354019602,-37.1321426798057,-123.313354019602,-0.324462014171822,-35.0814551291148
3.85,-0.311612928041464,-40.9804158003345,-38.2356378375691,-130.22529757835,-38.2356378375691,-130.22529757835,-0.303966563986045,-40.6600098201836
3.9,-0.293980946719432,-46.2036283059109,-38.9285733407416,-136.340262165795,-38.9285733407416,-136.340262165795,-0.286692373695557,-45.8777828090941
3.95,-0.278747585246489,-51.1348506433048,-39.2281693052359,-141.747076328152,-39.2281693052359,-141.747076328152,-0.27181620831301,-50.8029416295568
#4,-0.536201185078383,-35.6813417869251,-37.8953122086688,-140.549775445194,-37.8953122086688,-140.549775445194,-0.475166719592253,-39.371221612098
#4,-0.380456396991486,-54.2958593883999,-36.9089773648242,-142.624934538566,-36.9089773648242,-142.624934538566,-0.344795764294601,-52.8491505286595
#4,-0.353713668239283,-59.2671049409935,-38.3497023324934,-147.592877272944,-38.3497023324934,-147.592877272944,-0.324899161177605,-56.4404681627307
#4,-0.331287000708507,-60.8744052605451,-39.15881103071,-150.139430114072,-39.15881103071,-150.139430114072,-0.322438107070727,-58.2152355134971
#4,-0.314534715589002,-61.9566200127188,-39.425052116358,-151.562768586086,-39.425052116358,-151.562768586086,-0.311846156958617,-59.458884244335
#4,-0.292326670888824,-64.0497151503893,-38.8082974235826,-152.28941675545,-38.8082974235826,-152.28941675545,-0.286067768586612,-61.5078971487208
#4,-0.285126086458308,-59.9582473449484,-38.3943012467547,-149.766391839955,-38.3943012467547,-149.766391839955,-0.274231732117055,-59.8152077236166
4,-0.265518573184939,-55.8197512258245,-39.2377168944136,-146.596509420241,-39.2377168944136,-146.596509420241,-0.258917680692063,-55.4821284158567
4.05,-0.253957819464486,-60.2945684525681,-39.058336629921,-151.032211987907,-39.058336629921,-151.032211987907,-0.247660043024564,-59.9518708963077
4.1,-0.24379508016929,-64.5888682056823,-38.7688264153396,-155.171268731607,-38.7688264153396,-155.171268731607,-0.237775362645109,-64.2418319244777
4.15,-0.23481419808513,-68.7271942904882,-38.4236769436033,-159.098492933097,-38.4236769436033,-159.098492933097,-0.229050017435712,-68.3765837561736
4.2,-0.226840981720854,-72.7302097874283,-38.0576171695567,-162.871396837263,-38.0576171695567,-162.871396837263,-0.221312166177443,-72.376791413879
4.25,-0.219733577506028,-76.6155294683728,-37.6912663726609,-166.528068365453,-37.6912663726609,-166.528068365453,-0.214422089525585,-76.2600626879717
4.3,-0.213375195315834,-80.3983462479373,-37.3358424042238,-170.093966288492,-37.3358424042238,-170.093966288492,-0.208264957829957,-80.0415835327
4.35,-0.207668642593439,-84.0919150310536,-36.9965284610849,-173.586713172594,-36.9965284610849,-173.586713172594,-0.202745425105258,-83.7346074697025
4.4,-0.202532188596417,-87.7079360393138,-36.6746944413152,-177.019185978263,-36.6746944413152,-177.019185978263,-0.197783567831447,-87.350843600481
4.45,-0.197896415269786,-91.2568678030106,-36.3692829091527,179.598557968261,-36.3692829091527,179.598557968261,-0.193311832367559,-90.9007745875835
4.5,-0.193701828328988,-94.7481930898587,-36.0776209704022,176.258068456047,-36.0776209704022,176.258068456047,-0.189272783502889,-94.3939289541652
