#frequency,iteration,mesh size,matrix size,converged,final error,elapsed time (s),modal impedance calculation,mode count,alpha[1] db/m,beta[1]/ko,real(Z[1]),imag(Z[1]),real(V[1]),imag(V[1]),real(I[1]),imag(I[1]),real(Pz[1]),imag(Pz[1]),alpha[2] db/m,beta[2]/ko,real(Z[2]),imag(Z[2]),real(V[2]),imag(V[2]),real(I[2]),imag(I[2]),real(Pz[2]),imag(Pz[2]),alpha[3] db/m,beta[3]/ko,real(Z[3]),imag(Z[3]),real(V[3]),imag(V[3]),real(I[3]),imag(I[3]),real(Pz[3]),imag(Pz[3]),alpha[4] db/m,beta[4]/ko,real(Z[4]),imag(Z[4]),real(V[4]),imag(V[4]),real(I[4]),imag(I[4]),real(Pz[4]),imag(Pz[4]),alpha[5] db/m,beta[5]/ko,real(Z[5]),imag(Z[5]),real(V[5]),imag(V[5]),real(I[5]),imag(I[5]),real(Pz[5]),imag(Pz[5])
10000000000,1,116,3129,0,-1,3.282409012,1,5,5.99009118178683e-11,0.75540657984189,530.563221099586,2.24007297146788e-11,5.52801413396005,-1.34052962407942e-12,NA,NA,0.0287985852109472,1.21589529356859e-15,1311.39994627641,-2.99210763358342e-14,NA,NA,NA,NA,NA,NA,-9.07327027179777e-16,0.0201968308732284,1543.87265304148,5.3567155030847e-14,NA,NA,NA,NA,NA,NA,1.2738811540064e-15,0.0186985987548942,1773.31384727725,1.81811947973768e-15,NA,NA,NA,NA,NA,NA,-1.94878345250911e-12,0.0266246713582488,1773.31384809106,1.80154187359928e-13,NA,NA,NA,NA,NA,NA,-3.10078690559438e-12,-0.0252160177866553
