#frequency,iteration,mesh size,matrix size,converged,final error,elapsed time (s),modal impedance calculation,mode count,alpha[1] db/m,beta[1]/ko,real(Z[1]),imag(Z[1]),real(V[1]),imag(V[1]),real(I[1]),imag(I[1]),real(Pz[1]),imag(Pz[1]),alpha[2] db/m,beta[2]/ko,real(Z[2]),imag(Z[2]),real(V[2]),imag(V[2]),real(I[2]),imag(I[2]),real(Pz[2]),imag(Pz[2]),alpha[3] db/m,beta[3]/ko,real(Z[3]),imag(Z[3]),real(V[3]),imag(V[3]),real(I[3]),imag(I[3]),real(Pz[3]),imag(Pz[3]),alpha[4] db/m,beta[4]/ko,real(Z[4]),imag(Z[4]),real(V[4]),imag(V[4]),real(I[4]),imag(I[4]),real(Pz[4]),imag(Pz[4]),alpha[5] db/m,beta[5]/ko,real(Z[5]),imag(Z[5]),real(V[5]),imag(V[5]),real(I[5]),imag(I[5]),real(Pz[5]),imag(Pz[5])
10000000000,1,118,3189,0,-1,3.31218153,1,5,-5.03368767631799e-12,0.75540657984021,443.299547933498,3.57928771335594e-13,4.26768282958016,5.80591702547487e-14,NA,NA,0.0205426746077187,1.65865593966062e-17,1543.87265275304,6.67202705089924e-14,NA,NA,NA,NA,NA,NA,2.20487458532922e-15,0.025033839364619,1974.20096760254,1.11456476516742e-13,NA,NA,NA,NA,NA,NA,2.60449836895353e-15,0.0259021255053352,2307.02007845686,-2.97740536099516e-14,NA,NA,NA,NA,NA,NA,6.41467150445346e-13,0.0234798355174534,2307.02008040858,1.53686122149087e-15,NA,NA,NA,NA,NA,NA,-1.1144157138355e-12,-0.0181255565300868
