#Touchstone format,DB
#frequency unit,GHz
#number of frequencies,3
#number of ports,1
#S-port 1,net1,not renormalized
#prior iterations pre-pended by #
#Frequency(GHz),dB(S(1;1)),deg(S(1;1))
#9,-1.06076021320862e-14,159.245689668898
#9,-3.56801162624717e-14,159.245555386827
#9,-2.9894151463152e-14,159.245604073855
#9,-3.27871338628118e-14,159.245610066402
#9,-2.9894151463152e-14,159.245594717634
#9,-2.89298239965987e-14,159.245579315278
#9,-3.47157887959184e-14,159.246217610686
9,-1.92865493310657e-15,159.2462964401
#9.999999999,-1.64899996780614e-13,-7.12323120792346
9.999999999,-1.45613447449548e-13,-7.12108677350316
#11,-9.64327466553287e-16,-161.061288883232
#11,-9.64327466553287e-16,-161.061688315558
#11,3.85730986621315e-15,-161.061782023455
11,0,-161.062079974856
