#frequency,ReZ1,ImZ1,ReZoa,ImZoa,ReGa,ImGa,La,C1,ReZob,ImZob,ReGb,ImGb,Lb,C2,ReZoc,ImZoc,ReGc,ImGc,Lc,ReZ2,ImZ2
10e9, 443.29955,0,  443.29955,0, 0,158.32151, 0.050,  0.9081018e-15,  530.56322,0, 0,158.32151, 0.025,  1e-40,  530.56322,0, 0,158.32151, 0.025, 1e-30,0

