#Touchstone format,DB
#frequency unit,GHz
#number of frequencies,1
#number of ports,1
#prior iterations pre-pended by #
#Frequency(GHz),dB(S(1;1)),deg(S(1;1))
#10,1.15719295986394e-14,163.347686538699
#10,-9.64327466553287e-16,163.600867077983
#10,-1.92865493310657e-15,163.840326242212
#10,0,163.846876224984
#10,-3.85730986621315e-15,163.837824362319
#10,3.85730986621315e-15,163.813687412059
#10,0,163.805408966847
#10,-1.92865493310657e-15,163.783854787961
#10,1.92865493310657e-15,163.831333439461
#10,-9.64327466553287e-16,163.830982328529
#10,1.92865493310657e-15,163.931383471337
#10,0,163.954327965051
#10,-2.89298239965986e-15,163.982675420702
#10,0,163.991192530642
#10,-1.92865493310657e-15,163.995875463442
#10,-9.64327466553287e-16,164.033335587718
#10,0,164.040340437511
10,0,164.050882885587
